replicate,sampled_years,threshold
562,2022|2018|2024|2022|2021|2017|2025|2017,z<-2
563,2025|2018|2023|2025|2022|2022|2020|2017,z<-2
564,2025|2023|2018|2018|2018|2025|2024|2025,z<-2
565,2022|2018|2024|2018|2022|2017|2020|2021,z<-2
566,2021|2018|2024|2017|2022|2018|2018|2025,z<-2
567,2017|2018|2020|2025|2020|2022|2024|2017,z<-2
568,2022|2020|2025|2022|2018|2018|2023|2021,z<-2
569,2017|2017|2024|2017|2018|2017|2024|2020,z<-2
570,2021|2018|2023|2022|2017|2021|2021|2020,z<-2
571,2022|2025|2021|2024|2022|2025|2022|2018,z<-2
572,2018|2023|2018|2020|2021|2022|2025|2018,z<-2
573,2023|2020|2017|2021|2020|2021|2018|2017,z<-2
574,2022|2025|2023|2020|2020|2020|2017|2022,z<-2
575,2022|2021|2020|2017|2023|2023|2021|2023,z<-2
576,2017|2023|2023|2017|2018|2020|2021|2022,z<-2
577,2024|2021|2023|2024|2023|2022|2020|2022,z<-2
578,2023|2021|2018|2020|2024|2022|2024|2020,z<-2
579,2025|2018|2018|2025|2024|2025|2023|2021,z<-2
580,2022|2025|2023|2023|2021|2020|2025|2021,z<-2
581,2024|2024|2025|2018|2024|2017|2022|2023,z<-2
582,2024|2020|2020|2023|2017|2018|2022|2024,z<-2
583,2024|2021|2018|2025|2023|2021|2017|2022,z<-2
584,2018|2021|2017|2023|2023|2021|2023|2021,z<-2
585,2024|2018|2024|2024|2022|2025|2021|2022,z<-2
586,2020|2022|2018|2025|2025|2024|2025|2022,z<-2
587,2023|2023|2022|2023|2025|2021|2017|2023,z<-2
588,2023|2021|2024|2023|2020|2020|2021|2017,z<-2
589,2021|2021|2021|2021|2024|2024|2018|2020,z<-2
590,2021|2025|2020|2020|2022|2020|2018|2017,z<-2
591,2017|2022|2023|2023|2021|2025|2021|2018,z<-2
592,2021|2018|2017|2020|2025|2020|2018|2017,z<-2
593,2023|2022|2025|2025|2018|2023|2025|2017,z<-2
594,2020|2025|2020|2024|2023|2017|2024|2020,z<-2
595,2024|2017|2022|2024|2022|2018|2017|2020,z<-2
596,2020|2023|2020|2018|2020|2025|2020|2025,z<-2
597,2025|2022|2025|2017|2020|2025|2023|2018,z<-2
598,2017|2022|2022|2018|2024|2018|2018|2017,z<-2
599,2017|2021|2020|2022|2017|2017|2018|2024,z<-2
600,2025|2023|2023|2018|2020|2023|2024|2024,z<-2
601,2025|2017|2017|2020|2023|2025|2020|2017,z<-2
602,2023|2017|2023|2018|2020|2024|2020|2017,z<-2
603,2017|2023|2017|2022|2024|2018|2023|2023,z<-2
604,2025|2024|2023|2024|2022|2024|2018|2024,z<-2
605,2020|2021|2023|2025|2025|2022|2017|2021,z<-2
606,2024|2025|2023|2020|2024|2024|2025|2021,z<-2
607,2025|2021|2021|2017|2018|2023|2020|2023,z<-2
608,2023|2017|2023|2025|2020|2022|2020|2023,z<-2
609,2020|2017|2022|2021|2021|2025|2024|2017,z<-2
610,2024|2025|2017|2022|2025|2023|2018|2025,z<-2
611,2020|2021|2025|2020|2018|2025|2021|2020,z<-2
612,2018|2020|2020|2023|2020|2024|2023|2024,z<-2
613,2024|2025|2024|2017|2018|2025|2018|2025,z<-2
614,2023|2020|2024|2025|2018|2023|2017|2021,z<-2
615,2017|2017|2024|2022|2023|2017|2025|2021,z<-2
616,2025|2018|2024|2021|2017|2020|2018|2018,z<-2
617,2017|2022|2017|2024|2021|2020|2025|2020,z<-2
618,2024|2024|2018|2018|2021|2024|2024|2024,z<-2
619,2024|2017|2018|2023|2021|2025|2022|2024,z<-2
620,2017|2023|2017|2025|2022|2023|2025|2023,z<-2
621,2021|2024|2020|2022|2022|2018|2020|2018,z<-2
622,2025|2017|2024|2018|2024|2018|2018|2021,z<-2
623,2017|2022|2022|2017|2017|2025|2024|2022,z<-2
624,2025|2025|2017|2023|2020|2021|2025|2020,z<-2
625,2020|2020|2023|2025|2022|2025|2017|2024,z<-2
626,2021|2024|2024|2018|2017|2023|2020|2025,z<-2
627,2018|2024|2020|2025|2018|2024|2017|2018,z<-2
628,2021|2020|2024|2022|2022|2024|2022|2020,z<-2
629,2024|2017|2024|2023|2025|2023|2018|2024,z<-2
630,2022|2024|2023|2020|2021|2018|2024|2024,z<-2
631,2017|2024|2025|2022|2020|2023|2023|2022,z<-2
632,2020|2018|2025|2025|2022|2017|2020|2022,z<-2
633,2023|2017|2020|2022|2018|2024|2020|2024,z<-2
634,2023|2025|2024|2025|2021|2017|2021|2023,z<-2
635,2020|2023|2020|2024|2021|2023|2018|2017,z<-2
636,2023|2020|2018|2024|2017|2020|2024|2025,z<-2
637,2025|2020|2020|2020|2023|2020|2024|2025,z<-2
638,2025|2020|2018|2017|2021|2021|2018|2018,z<-2
639,2017|2025|2018|2024|2024|2017|2022|2020,z<-2
640,2022|2021|2021|2021|2022|2025|2017|2023,z<-2
641,2025|2018|2020|2017|2018|2021|2022|2023,z<-2
642,2025|2023|2021|2018|2021|2020|2024|2025,z<-2
643,2024|2025|2022|2023|2021|2023|2021|2022,z<-2
644,2017|2020|2025|2021|2018|2018|2018|2024,z<-2
645,2025|2024|2022|2018|2025|2020|2024|2021,z<-2
646,2020|2021|2021|2025|2024|2022|2021|2024,z<-2
647,2025|2022|2017|2022|2017|2024|2024|2022,z<-2
648,2018|2025|2021|2017|2021|2025|2020|2021,z<-2
649,2021|2020|2024|2020|2025|2021|2021|2024,z<-2
650,2025|2018|2021|2018|2023|2025|2020|2022,z<-2
651,2024|2023|2021|2017|2020|2017|2022|2018,z<-2
652,2021|2024|2018|2023|2024|2022|2022|2020,z<-2
653,2017|2017|2021|2025|2018|2021|2023|2021,z<-2
654,2020|2023|2023|2024|2021|2025|2021|2021,z<-2
655,2024|2023|2025|2025|2023|2020|2018|2020,z<-2
656,2025|2021|2017|2020|2024|2018|2024|2024,z<-2
657,2022|2024|2020|2017|2021|2018|2017|2022,z<-2
658,2023|2018|2025|2022|2020|2022|2023|2022,z<-2
659,2020|2025|2020|2025|2021|2024|2017|2022,z<-2
660,2022|2017|2021|2024|2017|2017|2020|2025,z<-2
661,2017|2018|2025|2025|2024|2017|2025|2020,z<-2
662,2020|2024|2018|2020|2017|2023|2024|2023,z<-2
663,2022|2021|2017|2021|2024|2021|2018|2017,z<-2
664,2018|2017|2025|2023|2022|2024|2023|2024,z<-2
665,2022|2022|2021|2021|2020|2018|2021|2017,z<-2
666,2017|2025|2021|2023|2021|2020|2020|2025,z<-2
667,2024|2024|2017|2025|2021|2024|2020|2022,z<-2
668,2018|2023|2024|2025|2021|2017|2018|2021,z<-2
669,2018|2022|2020|2018|2024|2023|2017|2023,z<-2
670,2017|2020|2017|2021|2023|2022|2025|2024,z<-2
671,2023|2020|2024|2025|2025|2018|2025|2017,z<-2
672,2017|2021|2020|2021|2021|2017|2017|2023,z<-2
673,2018|2022|2021|2021|2018|2021|2018|2023,z<-2
674,2022|2020|2022|2022|2017|2022|2023|2024,z<-2
675,2023|2020|2017|2022|2025|2017|2022|2020,z<-2
676,2024|2017|2025|2023|2024|2017|2023|2024,z<-2
677,2021|2021|2025|2024|2020|2024|2022|2018,z<-2
678,2020|2018|2024|2023|2017|2018|2022|2025,z<-2
679,2021|2022|2018|2020|2022|2025|2022|2020,z<-2
680,2018|2020|2023|2023|2017|2024|2021|2017,z<-2
681,2023|2021|2017|2020|2021|2021|2025|2022,z<-2
682,2020|2018|2017|2018|2020|2021|2017|2021,z<-2
683,2024|2017|2024|2017|2020|2018|2025|2017,z<-2
684,2017|2025|2017|2022|2025|2024|2018|2021,z<-2
685,2018|2017|2020|2018|2021|2024|2024|2021,z<-2
686,2021|2024|2025|2021|2023|2024|2021|2017,z<-2
687,2021|2022|2024|2023|2024|2023|2018|2021,z<-2
688,2021|2020|2018|2022|2018|2024|2023|2025,z<-2
689,2022|2024|2022|2022|2025|2017|2021|2024,z<-2
690,2023|2017|2023|2021|2024|2022|2023|2024,z<-2
691,2021|2022|2024|2018|2023|2018|2018|2018,z<-2
692,2022|2024|2023|2018|2020|2022|2018|2025,z<-2
693,2025|2017|2017|2023|2017|2018|2025|2021,z<-2
694,2021|2025|2024|2022|2025|2025|2020|2021,z<-2
695,2023|2020|2018|2017|2022|2018|2021|2021,z<-2
696,2018|2018|2021|2021|2025|2024|2021|2017,z<-2
697,2023|2023|2023|2021|2024|2022|2025|2020,z<-2
698,2018|2023|2020|2022|2022|2018|2020|2023,z<-2
699,2022|2018|2018|2020|2020|2023|2017|2025,z<-2
700,2018|2022|2024|2024|2021|2025|2021|2018,z<-2
701,2022|2020|2018|2024|2020|2021|2018|2023,z<-2
702,2017|2017|2020|2021|2022|2021|2022|2018,z<-2
703,2024|2024|2022|2022|2020|2024|2017|2017,z<-2
704,2024|2017|2022|2023|2017|2021|2021|2017,z<-2
705,2017|2018|2021|2023|2024|2020|2017|2025,z<-2
706,2022|2024|2025|2021|2025|2020|2020|2023,z<-2
707,2023|2018|2021|2025|2022|2022|2020|2021,z<-2
708,2020|2025|2025|2017|2024|2025|2024|2017,z<-2
709,2021|2020|2017|2022|2025|2025|2021|2017,z<-2
710,2020|2022|2023|2017|2020|2023|2022|2018,z<-2
711,2022|2025|2017|2024|2018|2020|2025|2017,z<-2
712,2021|2017|2023|2025|2020|2023|2024|2021,z<-2
713,2018|2025|2021|2018|2023|2023|2020|2017,z<-2
714,2017|2025|2017|2017|2024|2023|2023|2021,z<-2
715,2022|2025|2017|2024|2021|2017|2018|2021,z<-2
716,2023|2022|2022|2025|2023|2017|2017|2025,z<-2
717,2021|2021|2024|2018|2017|2022|2025|2022,z<-2
718,2018|2022|2021|2018|2021|2025|2022|2018,z<-2
719,2023|2022|2024|2022|2018|2021|2023|2021,z<-2
720,2018|2024|2022|2025|2020|2021|2021|2023,z<-2
721,2023|2020|2021|2021|2022|2017|2023|2022,z<-2
722,2018|2021|2017|2022|2021|2022|2025|2021,z<-2
723,2020|2018|2025|2023|2020|2021|2025|2025,z<-2
724,2020|2021|2022|2021|2022|2017|2021|2023,z<-2
725,2020|2024|2023|2020|2024|2023|2022|2022,z<-2
726,2022|2020|2022|2024|2020|2025|2023|2021,z<-2
727,2023|2017|2017|2022|2020|2021|2023|2023,z<-2
728,2017|2022|2025|2022|2024|2017|2023|2024,z<-2
729,2022|2022|2022|2018|2020|2017|2017|2021,z<-2
730,2024|2024|2022|2025|2018|2021|2022|2017,z<-2
731,2021|2021|2024|2018|2017|2017|2021|2018,z<-2
732,2023|2020|2022|2022|2023|2022|2023|2025,z<-2
733,2025|2022|2023|2020|2018|2022|2018|2022,z<-2
734,2025|2020|2023|2020|2024|2021|2021|2017,z<-2
735,2017|2020|2018|2024|2024|2025|2023|2023,z<-2
736,2021|2024|2018|2022|2018|2025|2020|2018,z<-2
737,2022|2024|2020|2022|2021|2017|2024|2018,z<-2
738,2020|2017|2020|2023|2018|2022|2020|2018,z<-2
739,2023|2023|2023|2021|2024|2024|2025|2023,z<-2
740,2020|2021|2023|2025|2018|2024|2025|2022,z<-2
741,2022|2023|2021|2018|2025|2021|2017|2018,z<-2
742,2021|2020|2018|2023|2025|2022|2021|2023,z<-2
743,2020|2018|2021|2020|2024|2022|2024|2023,z<-2
744,2020|2023|2021|2022|2022|2025|2021|2024,z<-2
745,2023|2024|2023|2024|2022|2018|2024|2018,z<-2
746,2021|2021|2023|2021|2024|2021|2023|2018,z<-2
747,2020|2023|2022|2020|2022|2017|2021|2024,z<-2
748,2023|2017|2025|2025|2021|2021|2017|2020,z<-2
749,2025|2025|2024|2025|2022|2022|2017|2021,z<-2
750,2025|2024|2025|2018|2024|2018|2023|2023,z<-2
751,2025|2022|2017|2025|2017|2023|2023|2025,z<-2
752,2022|2022|2023|2018|2022|2020|2020|2017,z<-2
753,2022|2021|2021|2023|2025|2022|2025|2018,z<-2
754,2018|2022|2021|2025|2017|2021|2020|2022,z<-2
755,2020|2020|2017|2021|2025|2024|2022|2018,z<-2
756,2025|2018|2020|2017|2020|2024|2017|2022,z<-2
757,2018|2018|2018|2020|2017|2023|2020|2021,z<-2
758,2017|2022|2024|2020|2018|2017|2017|2020,z<-2
759,2017|2025|2023|2025|2022|2020|2021|2023,z<-2
760,2020|2022|2021|2023|2025|2022|2021|2017,z<-2
761,2025|2024|2024|2022|2025|2022|2022|2023,z<-2
762,2022|2023|2022|2022|2025|2018|2022|2018,z<-2
763,2021|2021|2023|2021|2021|2023|2023|2022,z<-2
764,2020|2017|2024|2021|2022|2018|2023|2020,z<-2
765,2021|2018|2018|2024|2024|2021|2022|2020,z<-2
766,2023|2022|2022|2023|2020|2022|2023|2018,z<-2
767,2024|2025|2025|2017|2023|2020|2023|2017,z<-2
768,2022|2024|2024|2025|2018|2020|2025|2024,z<-2
769,2018|2021|2024|2017|2025|2022|2022|2021,z<-2
770,2024|2023|2022|2020|2022|2020|2017|2024,z<-2
771,2024|2021|2024|2025|2017|2020|2021|2022,z<-2
772,2017|2020|2017|2021|2017|2017|2018|2018,z<-2
773,2024|2018|2018|2024|2017|2022|2024|2021,z<-2
774,2025|2025|2021|2021|2024|2023|2017|2020,z<-2
775,2024|2024|2021|2023|2021|2020|2020|2022,z<-2
776,2023|2020|2023|2024|2020|2020|2021|2018,z<-2
777,2023|2022|2023|2025|2018|2025|2018|2021,z<-2
778,2024|2017|2018|2021|2020|2024|2018|2018,z<-2
779,2018|2020|2023|2024|2025|2022|2017|2020,z<-2
780,2024|2022|2020|2018|2021|2017|2024|2024,z<-2
781,2017|2025|2024|2022|2017|2024|2018|2024,z<-2
782,2023|2025|2025|2018|2020|2018|2018|2023,z<-2
783,2024|2023|2022|2017|2017|2024|2018|2022,z<-2
784,2021|2020|2024|2022|2023|2025|2023|2024,z<-2
785,2021|2021|2023|2020|2025|2021|2021|2020,z<-2
786,2022|2025|2017|2025|2024|2018|2024|2018,z<-2
787,2022|2025|2022|2020|2021|2024|2021|2024,z<-2
788,2025|2023|2024|2020|2020|2021|2025|2018,z<-2
789,2025|2017|2021|2021|2025|2023|2024|2022,z<-2
790,2018|2025|2018|2025|2022|2021|2018|2020,z<-2
791,2024|2018|2021|2022|2020|2023|2017|2020,z<-2
792,2018|2023|2020|2018|2018|2022|2018|2025,z<-2
793,2017|2022|2020|2025|2018|2020|2024|2021,z<-2
794,2020|2018|2017|2024|2018|2023|2024|2021,z<-2
795,2017|2017|2018|2022|2025|2022|2018|2025,z<-2
796,2020|2020|2022|2023|2024|2023|2025|2023,z<-2
797,2024|2017|2021|2017|2020|2018|2025|2022,z<-2
798,2024|2023|2023|2020|2024|2018|2018|2021,z<-2
799,2017|2018|2021|2020|2018|2017|2017|2025,z<-2
800,2021|2022|2022|2018|2025|2022|2021|2017,z<-2
801,2025|2021|2022|2025|2025|2018|2023|2024,z<-2
802,2017|2021|2021|2020|2024|2024|2020|2018,z<-2
803,2025|2024|2023|2020|2022|2021|2024|2022,z<-2
804,2025|2025|2021|2024|2025|2023|2025|2021,z<-2
805,2024|2020|2017|2020|2020|2021|2024|2024,z<-2
806,2020|2017|2018|2017|2018|2018|2022|2022,z<-2
807,2018|2017|2017|2023|2018|2017|2022|2023,z<-2
808,2020|2021|2023|2017|2023|2022|2024|2018,z<-2
809,2024|2022|2018|2025|2018|2022|2024|2017,z<-2
810,2023|2024|2017|2022|2023|2021|2025|2018,z<-2
811,2022|2022|2022|2024|2024|2023|2022|2025,z<-2
812,2025|2021|2018|2018|2023|2017|2024|2022,z<-2
813,2018|2018|2017|2025|2021|2021|2018|2020,z<-2
814,2025|2017|2022|2024|2022|2017|2020|2020,z<-2
815,2025|2017|2017|2022|2024|2021|2023|2022,z<-2
816,2020|2024|2020|2017|2017|2022|2020|2025,z<-2
817,2025|2021|2022|2025|2024|2024|2017|2023,z<-2
818,2018|2020|2024|2024|2017|2023|2023|2017,z<-2
819,2018|2023|2024|2021|2018|2022|2017|2017,z<-2
820,2022|2018|2025|2025|2022|2017|2024|2020,z<-2
821,2024|2024|2025|2021|2022|2020|2021|2024,z<-2
822,2020|2022|2021|2021|2020|2021|2018|2025,z<-2
823,2025|2017|2023|2018|2017|2018|2022|2018,z<-2
824,2024|2025|2024|2023|2017|2018|2024|2018,z<-2
825,2021|2017|2021|2024|2018|2023|2025|2022,z<-2
826,2021|2022|2018|2023|2023|2022|2020|2024,z<-2
827,2018|2018|2023|2021|2020|2022|2018|2020,z<-2
828,2018|2020|2020|2017|2023|2017|2017|2017,z<-2
829,2021|2022|2022|2025|2024|2022|2018|2024,z<-2
830,2022|2018|2021|2021|2018|2025|2023|2020,z<-2
831,2025|2024|2017|2025|2025|2021|2024|2025,z<-2
832,2020|2025|2018|2023|2024|2022|2017|2025,z<-2
833,2024|2025|2021|2024|2024|2021|2023|2017,z<-2
834,2023|2020|2022|2020|2017|2025|2020|2018,z<-2
835,2021|2018|2020|2018|2018|2023|2023|2024,z<-2
836,2022|2017|2025|2017|2023|2025|2017|2021,z<-2
837,2024|2024|2020|2025|2021|2018|2017|2024,z<-2
838,2017|2021|2017|2020|2025|2018|2021|2020,z<-2
839,2021|2022|2020|2018|2025|2018|2020|2023,z<-2
840,2025|2020|2023|2022|2018|2024|2024|2022,z<-2
841,2017|2025|2018|2017|2025|2018|2025|2023,z<-2
842,2023|2024|2018|2024|2023|2025|2020|2021,z<-2
843,2024|2017|2023|2017|2022|2021|2025|2025,z<-2
844,2021|2017|2025|2023|2024|2024|2024|2021,z<-2
845,2020|2020|2025|2024|2024|2017|2025|2018,z<-2
846,2023|2023|2025|2018|2021|2017|2018|2025,z<-2
847,2024|2018|2021|2022|2023|2017|2021|2024,z<-2
848,2022|2024|2022|2021|2021|2023|2020|2025,z<-2
849,2017|2023|2023|2023|2021|2021|2025|2017,z<-2
850,2017|2017|2025|2024|2020|2022|2024|2021,z<-2
851,2021|2021|2021|2021|2021|2017|2021|2022,z<-2
852,2025|2018|2017|2021|2021|2018|2021|2022,z<-2
853,2018|2018|2021|2023|2023|2022|2025|2022,z<-2
854,2018|2023|2018|2020|2025|2023|2021|2017,z<-2
855,2018|2020|2021|2021|2018|2025|2023|2021,z<-2
856,2022|2017|2021|2017|2025|2025|2025|2025,z<-2
857,2020|2023|2024|2021|2025|2017|2025|2018,z<-2
858,2024|2020|2023|2024|2024|2020|2018|2020,z<-2
859,2023|2023|2020|2022|2023|2021|2018|2025,z<-2
860,2020|2018|2021|2025|2023|2023|2022|2021,z<-2
861,2021|2017|2017|2023|2020|2020|2024|2018,z<-2
862,2020|2021|2021|2022|2020|2017|2022|2021,z<-2
863,2022|2025|2022|2021|2022|2017|2021|2018,z<-2
864,2023|2018|2018|2023|2020|2025|2024|2020,z<-2
865,2017|2024|2024|2025|2024|2023|2024|2020,z<-2
866,2021|2020|2023|2020|2024|2017|2025|2025,z<-2
867,2022|2022|2023|2024|2022|2024|2018|2018,z<-2
868,2020|2022|2022|2022|2020|2017|2022|2017,z<-2
869,2025|2020|2024|2017|2018|2025|2024|2023,z<-2
870,2025|2021|2021|2021|2021|2025|2018|2023,z<-2
871,2023|2020|2017|2023|2022|2022|2024|2020,z<-2
872,2025|2024|2022|2021|2022|2022|2021|2021,z<-2
873,2021|2024|2020|2025|2022|2017|2017|2021,z<-2
874,2025|2018|2018|2025|2025|2022|2022|2017,z<-2
875,2022|2022|2017|2023|2020|2021|2025|2022,z<-2
876,2017|2022|2020|2025|2023|2020|2024|2017,z<-2
877,2018|2018|2020|2024|2018|2024|2025|2020,z<-2
878,2025|2023|2022|2024|2017|2023|2020|2022,z<-2
879,2017|2024|2018|2023|2023|2025|2017|2025,z<-2
880,2021|2018|2017|2017|2022|2025|2025|2020,z<-2
881,2025|2023|2024|2025|2018|2025|2022|2018,z<-2
882,2023|2022|2020|2023|2022|2025|2017|2020,z<-2
883,2023|2020|2023|2023|2020|2021|2021|2023,z<-2
884,2023|2022|2017|2020|2020|2023|2021|2020,z<-2
885,2021|2023|2018|2023|2020|2017|2017|2025,z<-2
886,2023|2022|2022|2017|2022|2017|2025|2017,z<-2
887,2021|2024|2021|2017|2018|2017|2020|2025,z<-2
888,2018|2020|2020|2018|2021|2020|2025|2023,z<-2
889,2023|2024|2021|2018|2017|2024|2018|2018,z<-2
890,2018|2023|2023|2025|2017|2023|2020|2020,z<-2
891,2021|2017|2018|2021|2023|2024|2023|2025,z<-2
892,2020|2021|2018|2021|2017|2022|2020|2017,z<-2
893,2018|2021|2024|2017|2024|2024|2024|2025,z<-2
894,2025|2025|2017|2021|2024|2024|2023|2023,z<-2
895,2018|2022|2023|2017|2022|2018|2017|2017,z<-2
896,2025|2024|2017|2017|2020|2024|2017|2023,z<-2
897,2022|2022|2017|2024|2020|2021|2022|2018,z<-2
898,2023|2017|2025|2021|2023|2024|2022|2017,z<-2
899,2020|2018|2021|2018|2021|2018|2024|2023,z<-2
900,2018|2025|2021|2025|2024|2018|2020|2020,z<-2
901,2025|2025|2021|2018|2025|2021|2021|2021,z<-2
902,2020|2023|2024|2020|2018|2025|2021|2020,z<-2
903,2021|2022|2017|2021|2020|2024|2024|2023,z<-2
904,2023|2021|2022|2022|2024|2021|2025|2023,z<-2
905,2024|2022|2022|2022|2022|2024|2018|2022,z<-2
906,2020|2017|2017|2024|2022|2023|2024|2017,z<-2
907,2025|2018|2018|2020|2025|2023|2020|2024,z<-2
908,2020|2018|2025|2025|2017|2021|2017|2021,z<-2
909,2017|2023|2025|2017|2024|2022|2022|2024,z<-2
910,2018|2024|2021|2024|2025|2020|2025|2021,z<-2
911,2024|2017|2018|2017|2024|2023|2022|2023,z<-2
912,2017|2024|2024|2023|2018|2018|2024|2017,z<-2
913,2022|2020|2017|2022|2017|2021|2020|2023,z<-2
914,2024|2022|2022|2022|2022|2023|2018|2020,z<-2
915,2024|2017|2018|2024|2024|2020|2023|2025,z<-2
916,2021|2022|2021|2025|2023|2024|2021|2021,z<-2
917,2017|2020|2018|2022|2020|2017|2024|2025,z<-2
918,2024|2025|2017|2018|2025|2024|2023|2023,z<-2
919,2022|2021|2021|2025|2023|2022|2020|2020,z<-2
920,2025|2021|2020|2022|2024|2025|2024|2018,z<-2
921,2022|2021|2023|2025|2022|2018|2023|2021,z<-2
922,2024|2017|2021|2024|2025|2025|2022|2023,z<-2
923,2017|2017|2022|2020|2024|2020|2020|2017,z<-2
924,2018|2024|2017|2024|2023|2025|2024|2022,z<-2
925,2024|2023|2017|2017|2022|2025|2020|2024,z<-2
926,2018|2022|2025|2023|2023|2021|2022|2024,z<-2
927,2023|2017|2024|2023|2020|2023|2022|2023,z<-2
928,2017|2023|2023|2017|2018|2018|2025|2020,z<-2
929,2023|2023|2024|2025|2017|2020|2022|2021,z<-2
930,2025|2024|2021|2022|2021|2018|2018|2017,z<-2
931,2024|2020|2018|2022|2018|2020|2017|2025,z<-2
932,2018|2017|2017|2023|2018|2017|2018|2020,z<-2
933,2020|2018|2023|2025|2022|2018|2025|2021,z<-2
934,2020|2018|2017|2017|2025|2025|2017|2021,z<-2
935,2023|2021|2025|2023|2022|2020|2023|2017,z<-2
936,2017|2024|2023|2017|2017|2023|2022|2018,z<-2
937,2023|2018|2024|2023|2020|2018|2024|2025,z<-2
938,2024|2021|2017|2024|2020|2020|2020|2017,z<-2
939,2025|2018|2023|2021|2020|2021|2024|2018,z<-2
940,2023|2022|2022|2022|2023|2021|2018|2024,z<-2
941,2017|2017|2024|2021|2018|2025|2023|2023,z<-2
942,2022|2018|2022|2024|2020|2024|2017|2021,z<-2
943,2022|2024|2018|2020|2017|2024|2023|2022,z<-2
944,2020|2025|2024|2020|2020|2024|2021|2020,z<-2
945,2017|2018|2018|2022|2023|2022|2025|2021,z<-2
946,2025|2018|2017|2020|2025|2020|2020|2017,z<-2
947,2018|2024|2017|2020|2025|2020|2018|2018,z<-2
948,2023|2020|2017|2018|2022|2021|2021|2020,z<-2
949,2023|2020|2018|2017|2022|2023|2025|2024,z<-2
950,2024|2022|2018|2020|2020|2020|2018|2023,z<-2
951,2021|2021|2017|2020|2022|2017|2020|2021,z<-2
952,2018|2017|2017|2017|2017|2023|2022|2022,z<-2
953,2020|2023|2020|2020|2017|2024|2020|2021,z<-2
954,2018|2024|2020|2023|2018|2025|2018|2025,z<-2
955,2020|2017|2020|2020|2025|2017|2018|2020,z<-2
956,2017|2024|2023|2017|2018|2025|2023|2020,z<-2
957,2024|2022|2020|2025|2022|2024|2022|2017,z<-2
958,2025|2018|2020|2024|2025|2017|2025|2022,z<-2
959,2021|2021|2018|2025|2021|2023|2017|2018,z<-2
960,2022|2020|2025|2017|2025|2018|2021|2023,z<-2
961,2017|2025|2025|2025|2021|2022|2022|2017,z<-2
962,2023|2024|2020|2017|2020|2020|2024|2025,z<-2
963,2025|2024|2017|2020|2022|2021|2018|2017,z<-2
964,2023|2021|2021|2023|2017|2018|2023|2017,z<-2
965,2018|2021|2017|2021|2021|2021|2018|2020,z<-2
966,2018|2023|2020|2020|2018|2022|2017|2023,z<-2
967,2021|2018|2021|2022|2023|2018|2025|2020,z<-2
968,2022|2021|2022|2025|2018|2022|2025|2018,z<-2
969,2021|2021|2017|2022|2022|2023|2017|2021,z<-2
970,2025|2017|2017|2025|2023|2025|2023|2020,z<-2
971,2022|2020|2025|2020|2023|2025|2018|2017,z<-2
972,2022|2023|2021|2025|2023|2022|2025|2021,z<-2
973,2018|2023|2018|2020|2017|2017|2020|2023,z<-2
974,2021|2023|2021|2021|2025|2022|2025|2023,z<-2
975,2024|2018|2023|2017|2017|2018|2022|2018,z<-2
976,2024|2018|2025|2018|2022|2017|2018|2018,z<-2
977,2018|2018|2017|2025|2024|2021|2020|2023,z<-2
978,2017|2021|2023|2020|2021|2017|2025|2022,z<-2
979,2022|2023|2021|2021|2023|2024|2018|2023,z<-2
980,2017|2021|2021|2018|2018|2025|2024|2023,z<-2
981,2018|2023|2025|2018|2018|2025|2024|2021,z<-2
982,2025|2023|2024|2022|2017|2020|2017|2021,z<-2
983,2018|2020|2018|2024|2022|2020|2018|2020,z<-2
984,2025|2020|2023|2017|2024|2017|2023|2025,z<-2
985,2021|2018|2022|2024|2021|2021|2022|2022,z<-2
986,2024|2021|2025|2022|2017|2020|2021|2022,z<-2
987,2022|2021|2018|2025|2021|2025|2017|2025,z<-2
988,2020|2023|2021|2025|2025|2023|2023|2020,z<-2
989,2025|2023|2022|2024|2017|2025|2022|2024,z<-2
990,2017|2018|2023|2020|2024|2017|2020|2023,z<-2
991,2018|2025|2020|2024|2021|2020|2021|2018,z<-2
992,2024|2023|2021|2022|2024|2017|2020|2025,z<-2
993,2018|2022|2021|2021|2025|2018|2018|2020,z<-2
994,2020|2024|2025|2020|2020|2020|2024|2020,z<-2
995,2023|2023|2023|2017|2021|2023|2023|2025,z<-2
996,2024|2024|2021|2017|2025|2023|2024|2023,z<-2
997,2022|2020|2020|2025|2021|2024|2025|2025,z<-2
998,2018|2022|2023|2022|2024|2025|2018|2025,z<-2
999,2017|2018|2017|2020|2025|2025|2021|2022,z<-2
1000,2022|2017|2017|2025|2025|2017|2020|2020,z<-2
1001,2020|2021|2022|2017|2025|2023|2024|2023,z<-2
1002,2023|2021|2024|2021|2025|2020|2025|2021,z<-2
1003,2021|2023|2018|2021|2017|2023|2017|2020,z<-2
1004,2025|2020|2024|2018|2020|2017|2017|2022,z<-2
1005,2021|2018|2017|2022|2020|2023|2025|2025,z<-2
1006,2020|2022|2022|2020|2018|2022|2022|2020,z<-2
1007,2025|2021|2017|2021|2022|2025|2023|2020,z<-2
1008,2020|2025|2024|2022|2023|2017|2020|2022,z<-2
1009,2023|2020|2021|2024|2023|2023|2024|2023,z<-2
1010,2021|2017|2022|2018|2018|2020|2020|2017,z<-2
1011,2020|2023|2018|2022|2022|2025|2017|2024,z<-2
